facility_id,report_month,rule_id,description,observed
RIV001,2022-11-30,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
RIV001,2023-08-31,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
TMP001,2024-11-30,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
NAS003,2023-10-31,R6,"HTS positively yield must be between 0.1%, and 15%",113.97%
RIV001,2024-06-30,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
RIV004,2022-12-01,R6,"HTS positively yield must be between 0.1%, and 15%",118.84%
CRS010,2024-05-31,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
CRS015,2023-03-01,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
FCT015,2023-04-30,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
AKS005,2023-06-30,R6,"HTS positively yield must be between 0.1%, and 15%",0.0%
LAG008,2024-08-31,R6,"HTS positively yield must be between 0.1%, and 15%",123.28%
FCT011,2024-06-30,R7,Month-on-month change in hts_tst must be under 300%,771.46% change
KAD014,2024-08-31,R7,Month-on-month change in hts_tst must be under 300%,1422.84% change
LAG099,2024-06-30,R7,Month-on-month change in hts_tst must be under 300%,448.61% change
BEN015,2022-07-31,R7,Month-on-month change in hts_tst must be under 300%,674.19% change
TMP001,2022-11-30,R7,Month-on-month change in hts_tst must be under 300%,1177.92% change
KAD003,2024-10-31,R7,Month-on-month change in hts_tst must be under 300%,933.48% change
KAD013,2022-01-31,R7,Month-on-month change in hts_tst must be under 300%,667.35% change
LAG099,2024-07-01,R7,Month-on-month change in hts_tst must be under 300%,404.21% change
XXX999,2023-09-30,R7,Month-on-month change in hts_tst must be under 300%,526.74% change
BEN012,2024-04-30,R7,Month-on-month change in hts_tst must be under 300%,895.47% change
XXX999,2022-04-30,R7,Month-on-month change in hts_tst must be under 300%,458.01% change
XXX999,2024-12-31,R7,Month-on-month change in hts_tst must be under 300%,300.7% change
CRS003,2024-05-31,R7,Month-on-month change in hts_tst must be under 300%,1258.27% change
KAD009,2023-12-31,R7,Month-on-month change in hts_tst must be under 300%,622.44% change
TMP001,2022-12-31,R7,Month-on-month change in hts_tst must be under 300%,783.19% change
TMP001,2022-09-30,R7,Month-on-month change in hts_tst must be under 300%,420.62% change
NAS006,2024-10-31,R7,Month-on-month change in hts_tst must be under 300%,1173.54% change
CRS002,2024-08-31,R7,Month-on-month change in hts_tst must be under 300%,1061.07% change
XXX999,2023-12-31,R7,Month-on-month change in hts_tst must be under 300%,416.01% change
LAG011,2022-02-28,R7,Month-on-month change in hts_tst must be under 300%,378.33% change
NAS999,2024-11-30,R7,Month-on-month change in hts_tst must be under 300%,980.51% change
LAG099,2022-06-30,R7,Month-on-month change in hts_tst must be under 300%,446.83% change
CRS012,2024-04-30,R7,Month-on-month change in hts_tst must be under 300%,890.48% change
FCT012,2024-07-31,R7,Month-on-month change in hts_tst must be under 300%,818.37% change
FCT014,2022-09-30,R7,Month-on-month change in hts_tst must be under 300%,774.56% change
NAS999,2023-08-31,R7,Month-on-month change in hts_tst must be under 300%,654.39% change
XXX999,2023-08-31,R7,Month-on-month change in hts_tst must be under 300%,1319.7% change
LAG099,2024-09-30,R7,Month-on-month change in hts_tst must be under 300%,1505.71% change
NAS999,2022-10-31,R7,Month-on-month change in hts_tst must be under 300%,397.96% change
BEN012,2023-10-31,R7,Month-on-month change in hts_tst must be under 300%,760.9% change
LAG005,2023-03-31,R7,Month-on-month change in hts_tst must be under 300%,1689.63% change
CRS014,2023-03-31,R7,Month-on-month change in hts_tst must be under 300%,689.73% change
XXX999,2023-08-31,R7,Month-on-month change in hts_tst must be under 300%,372.4% change
XXX999,2024-07-31,R7,Month-on-month change in hts_tst must be under 300%,339.08% change
NAS999,2022-07-31,R7,Month-on-month change in hts_tst must be under 300%,369.17% change
XXX999,2023-11-01,R7,Month-on-month change in hts_tst must be under 300%,539.6% change
LAG099,2022-07-01,R7,Month-on-month change in hts_tst must be under 300%,410.67% change
NAS999,2024-04-30,R7,Month-on-month change in hts_tst must be under 300%,527.16% change
TMP001,2022-02-28,R7,Month-on-month change in hts_tst must be under 300%,885.98% change
LAG002,2024-11-30,R7,Month-on-month change in hts_tst must be under 300%,1466.72% change
LAG013,2022-02-28,R7,Month-on-month change in hts_tst must be under 300%,566.07% change
XXX999,2024-02-01,R7,Month-on-month change in hts_tst must be under 300%,361.25% change
LAG099,2022-09-30,R7,Month-on-month change in hts_tst must be under 300%,317.2% change
XXX999,2024-06-30,R7,Month-on-month change in hts_tst must be under 300%,390.66% change
FCT012,2022-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT008,2023-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS006,2024-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG004,2022-03-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS005,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG015,2022-05-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT001,2022-02-28,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT009,2023-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD012,2022-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS004,2023-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS004,2024-06-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS011,2023-02-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV014,2023-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS003,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS010,2024-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS008,2024-12-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
AKS004,2022-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN011,2023-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS011,2022-12-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS009,2023-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS008,2022-01-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT008,2022-08-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN013,2022-03-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT011,2023-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD007,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT011,2022-03-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV003,2023-02-28,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
RIV006,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG003,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS007,2024-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS014,2024-12-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG011,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD010,2023-08-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT011,2024-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS003,2022-05-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN015,2024-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD004,2023-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV002,2023-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS013,2024-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG099,2024-05-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
NAS010,2022-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS003,2022-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV014,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS014,2023-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG004,2023-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS014,2023-01-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD007,2023-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS007,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS007,2023-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS009,2022-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS009,2022-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS001,2023-06-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
BEN009,2024-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
KAD002,2023-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN009,2024-05-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
LAG003,2022-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT004,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS011,2022-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV005,2022-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD012,2022-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT014,2024-01-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS014,2024-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS005,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT011,2024-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV011,2022-10-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
CRS014,2024-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS012,2023-02-28,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT006,2022-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG012,2022-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
BEN014,2024-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS007,2023-02-28,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
CRS009,2023-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG008,2022-02-28,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD005,2024-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD002,2024-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT005,2023-02-28,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS011,2022-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS003,2024-03-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN011,2023-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN007,2023-12-01,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS003,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS004,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT004,2024-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV006,2024-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS003,2023-02-28,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS002,2023-04-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS005,2023-04-30,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
BEN011,2023-01-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS012,2023-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS005,2024-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG009,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG015,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS009,2022-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS009,2022-03-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS009,2024-07-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV014,2023-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV006,2022-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
FCT001,2023-01-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
NAS014,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV002,2023-02-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN015,2023-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS006,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG007,2023-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
KAD001,2023-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT005,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV008,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS003,2023-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG002,2024-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS009,2024-08-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
NAS010,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG099,2023-05-31,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
KAD013,2023-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV004,2023-09-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV013,2023-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS015,2024-03-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS009,2023-09-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS008,2023-11-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
RIV014,2024-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
BEN003,2022-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG099,2023-04-30,R8,Each facility should have 36 monthly recodrs,31/36 monthly records
NAS004,2023-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS014,2022-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG010,2024-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG003,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS005,2024-07-31,R8,Each facility should have 36 monthly recodrs,32/36 monthly records
NAS007,2023-07-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG015,2022-12-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG009,2022-04-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS013,2024-08-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS005,2024-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS009,2024-09-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS011,2024-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS010,2024-03-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
BEN008,2022-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
RIV011,2023-01-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
FCT001,2023-03-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
CRS009,2022-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS002,2024-11-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
FCT008,2024-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS003,2022-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
LAG004,2023-04-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD008,2022-10-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS013,2022-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
RIV004,2024-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
TMP001,2024-05-31,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS005,2022-06-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
AKS001,2024-10-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
TMP001,2023-06-30,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS005,2023-02-01,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
CRS003,2024-03-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS015,2024-11-30,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
NAS999,2024-06-30,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS011,2023-05-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS012,2024-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
AKS001,2023-08-31,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
LAG010,2023-06-30,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
LAG004,2023-10-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
CRS007,2022-04-30,R8,Each facility should have 36 monthly recodrs,33/36 monthly records
TMP001,2023-10-31,R8,Each facility should have 36 monthly recodrs,27/36 monthly records
AKS013,2022-12-31,R8,Each facility should have 36 monthly recodrs,34/36 monthly records
KAD008,2022-08-31,R8,Each facility should have 36 monthly recodrs,35/36 monthly records
